temperature,humidity,ph,water availability,season,label,Country,harvest season
25.7354293,83.88266234,6.149410611,233.1321372,rainy,rice,South Africa,rainy
26.79533926,82.1480873,5.950660556,193.3473987,rainy,rice,Nigeria,rainy
26.75754171,81.17734011,5.960370061,272.2999056,rainy,rice,Nigeria,spring
23.86330467,83.15250801,5.561398642,285.2493645,rainy,rice,South Africa,summer
21.01944696,82.95221726,7.416245107,298.4018471,rainy,rice,Nigeria,rainy
24.17298839,83.7287574,5.583370042,257.0343554,rainy,rice,Kenya,spring
22.78133816,82.06719137,6.430010215,248.7183228,rainy,rice,South Africa,rainy
25.62980105,83.52842314,5.534878156,209.9001977,rainy,rice,Kenya,rainy
25.59704938,80.14509262,6.903985986,200.834898,rainy,rice,South Africa,spring
23.83067496,84.81360127,6.271478838,298.5601175,rainy,rice,Nigeria,summer
26.31355498,82.36698992,7.224285503,265.5355937,rainy,rice,Nigeria,summer
24.8972823,80.52586088,6.13428721,183.6793207,rainy,rice,Nigeria,winter
24.958779,84.47963372,5.206373153,196.9560008,rainy,rice,Kenya,winter
23.24113501,84.59201843,7.782051313,233.0453455,rainy,rice,Nigeria,spring
21.66628296,80.70960551,7.062779015,210.8142087,rainy,rice,Nigeria,spring
24.63544858,80.41363018,7.730367824,253.7202781,rainy,rice,Nigeria,spring
23.43121862,83.06310136,5.286203711,219.9048349,rainy,rice,South Africa,rainy
20.0454142,80.3477562,6.766240045,208.5810155,rainy,rice,Nigeria,summer
23.85724032,82.22572988,7.382762603,195.0948311,rainy,rice,Nigeria,rainy
21.97199397,81.89918197,5.658169482,227.3637009,rainy,rice,Kenya,summer
26.22916897,83.83625819,5.543360238,286.5083725,rainy,rice,South Africa,spring
23.44676801,84.79352417,6.215109715,283.9338466,rainy,rice,Nigeria,spring
25.65553461,83.47021081,7.120272972,217.3788583,rainy,rice,South Africa,winter
24.44345477,82.45432595,5.950647577,267.9761948,rainy,rice,South Africa,spring
20.2801937,82.1235421,7.236705436,191.9535738,rainy,rice,Nigeria,winter
21.7238313,80.2389895,6.501697816,277.9626192,rainy,rice,South Africa,rainy
20.41447029,82.20802629,7.592490617,245.1511304,rainy,rice,South Africa,winter
25.75528612,83.51827127,5.875345751,245.6626799,rainy,rice,Nigeria,spring
20.61521424,83.77345559,6.932400225,279.5451717,rainy,rice,Kenya,rainy
21.84106875,80.72886384,6.946209881,202.3838319,rainy,rice,Nigeria,winter
20.08369642,83.29114712,5.739175027,263.6372176,rainy,rice,Nigeria,summer
24.45802087,82.74835604,6.738652179,182.5616319,rainy,rice,Sudan,spring
21.14347496,80.33502926,5.594819626,198.6730942,rainy,rice,South Africa,winter
25.78720567,82.11124033,6.946636369,243.5120414,rainy,rice,South Africa,summer
23.64124821,80.28597873,5.012139669,263.1103304,rainy,rice,Nigeria,summer
23.43191632,80.56887849,6.363472208,269.5039162,rainy,rice,Nigeria,spring
24.97669518,83.891805,6.880431223,204.8001847,rainy,rice,South Africa,rainy
22.72791041,82.1706881,7.300410836,260.8875056,rainy,rice,Nigeria,summer
24.87300744,82.84022551,6.587918708,295.6094492,rainy,rice,Nigeria,summer
21.32376327,83.00320459,7.283736617,192.3197536,rainy,rice,South Africa,winter
26.29465461,84.56919326,7.023936392,257.4914906,rainy,rice,South Africa,summer
22.2286982,81.85872947,6.939083505,278.0791793,rainy,rice,Nigeria,rainy
26.73072391,81.78596776,7.868474653,280.4044392,rainy,rice,Nigeria,rainy
24.88921174,81.97927117,5.005306977,185.9461429,rainy,rice,Nigeria,winter
26.88444878,81.46033732,6.136131869,194.5766559,rainy,rice,Nigeria,rainy
22.67846116,83.72874389,7.524080076,200.9133156,rainy,rice,Nigeria,spring
26.08867875,80.37979919,5.706943251,182.9043504,rainy,rice,Nigeria,spring
25.42977518,82.94682591,5.758506323,195.3574542,rainy,rice,Kenya,spring
26.40323239,81.05635517,6.349606327,223.3671883,rainy,rice,Kenya,winter
26.04371967,84.96907151,5.999969026,186.7536773,rainy,rice,Nigeria,winter
25.2827223,80.54372813,5.453592032,220.1156708,rainy,rice,Nigeria,summer
22.08576562,83.47038318,6.372576327,231.7364957,rainy,rice,South Africa,spring
23.28617173,81.43321641,5.105588355,242.3170629,rainy,rice,Nigeria,rainy
25.48591986,81.40633547,5.935344406,182.6549356,rainy,rice,Nigeria,spring
23.67575393,81.03569343,5.17782304,233.7034975,rainy,rice,South Africa,summer
20.82477109,84.1341879,6.462391607,230.2242223,rainy,rice,South Africa,summer
26.92995077,81.91411159,7.069172227,290.6793783,rainy,rice,Nigeria,spring
23.83509503,83.88387074,7.473134377,241.2013513,rainy,rice,Kenya,rainy
26.52872817,80.12267476,6.158376967,218.9163567,rainy,rice,South Africa,spring
26.46428311,83.85642678,7.549873681,248.2256491,rainy,rice,South Africa,spring
22.69657794,82.81088865,6.028321558,256.9964761,rainy,rice,Nigeria,summer
22.68319059,83.46358271,6.604993475,194.2651719,rainy,rice,South Africa,summer
21.53346343,82.14004101,6.500343222,295.9248796,rainy,rice,South Africa,spring
21.40865769,83.3293191,5.935745417,287.5766935,rainy,rice,Nigeria,winter
26.54348085,84.67353597,7.072655622,183.6222657,rainy,rice,South Africa,winter
23.35905428,83.59512273,5.333322606,188.413665,rainy,rice,Nigeria,winter
22.61359953,63.69070564,5.749914421,87.75953857,rainy,maize,Kenya,spring
26.10018422,71.57476937,6.931756558,102.2662445,rainy,maize,South Africa,spring
23.55882094,71.59351368,6.657964753,66.71995467,rainy,maize,South Africa,rainy
19.97215954,57.68272924,6.596060648,60.65171481,rainy,maize,Kenya,summer
18.47891261,62.69503871,5.970458434,65.43835393,rainy,maize,Nigeria,summer
21.77689322,57.80840636,6.158830619,102.0861694,rainy,maize,Kenya,winter
25.6217169,66.50415474,6.047906679,105.4654703,rainy,maize,South Africa,spring
25.19192419,66.6902901,5.913664501,78.06639649,rainy,maize,Nigeria,summer
20.41683147,62.5542482,5.855442401,65.27798457,rainy,maize,Nigeria,summer
24.92162194,66.78627406,5.750254943,109.2162279,rainy,maize,South Africa,rainy
23.31689124,73.4541537,5.852607099,94.29712821,rainy,maize,South Africa,spring
24.84016732,68.3584573,6.472523287,74.05474936,rainy,maize,Nigeria,summer
22.27526694,58.84015925,6.967057762,63.87020584,rainy,maize,Nigeria,spring
18.87751445,65.76816093,6.082973754,94.76189431,rainy,maize,South Africa,winter
25.19008683,60.2001687,5.919045532,72.12375573,rainy,maize,Nigeria,summer
18.25405352,55.28220433,6.204747653,63.72358154,rainy,maize,South Africa,winter
24.6129118,70.4162444,6.600827017,104.1626147,rainy,maize,Nigeria,summer
25.1420613,65.26185135,6.021902237,76.68456006,rainy,maize,Nigeria,rainy
23.09348056,60.1159381,6.033550195,65.49730729,rainy,maize,Nigeria,rainy
18.05033737,62.89366992,6.28886807,84.23613484,rainy,maize,South Africa,rainy
24.9321581,73.80435276,6.550563823,79.74078719,rainy,maize,South Africa,rainy
18.14710054,71.09445342,5.573286437,88.07753741,rainy,maize,Nigeria,summer
18.28362235,66.65952796,6.829199275,80.97573281,rainy,maize,Nigeria,rainy
18.83344471,58.75082029,5.716222912,79.7532896,rainy,maize,Nigeria,rainy
25.71895816,67.22190688,5.54990242,74.51490791,rainy,maize,Sudan,spring
25.33797709,68.49835977,6.586244581,96.46380213,rainy,maize,Nigeria,rainy
23.89114571,57.48775781,5.893093135,102.8301942,rainy,maize,South Africa,summer
21.53574127,71.50905983,5.918263801,102.4852929,rainy,maize,Nigeria,summer
23.08974909,63.10459626,5.588650585,70.43473609,rainy,maize,South Africa,rainy
25.61707368,63.4711755,6.576418207,108.8303762,rainy,maize,Nigeria,winter
21.44526922,63.1621551,6.178056304,65.88951188,rainy,maize,South Africa,summer
18.51816776,55.53128131,6.641906353,90.988051,rainy,maize,Nigeria,spring
22.53510514,67.99257471,6.489040367,64.40866039,rainy,maize,South Africa,winter
23.02038334,61.89472002,5.680361038,63.03843397,rainy,maize,Kenya,summer
24.89364635,65.61418761,6.625404348,87.9298085,rainy,maize,South Africa,spring
25.77175115,74.089114,6.524478032,107.4931917,rainy,maize,Kenya,winter
19.39851734,62.35750641,5.696205468,60.95197486,rainy,maize,South Africa,rainy
21.54156232,59.64024162,6.803931519,109.7515385,rainy,maize,South Africa,winter
23.79746068,74.82913698,6.252797548,91.76337172,rainy,maize,Nigeria,winter
18.9802729,74.52600826,6.092725883,94.26249353,rainy,maize,Kenya,rainy
24.10859207,73.13112261,6.234330356,71.07562236,rainy,maize,Nigeria,summer
24.7947077,70.04556743,5.722579819,76.72860067,rainy,maize,Kenya,rainy
21.63162756,60.27766379,6.430616465,69.21803098,rainy,maize,South Africa,spring
25.37548751,57.21025565,5.983952675,101.7004306,rainy,maize,Nigeria,winter
22.21738222,72.85462807,6.80163854,106.6213157,rainy,maize,Kenya,summer
20.58314011,69.00128641,6.499936446,66.29390357,rainy,maize,Nigeria,summer
24.87502824,68.74248334,6.265564338,91.26056654,rainy,maize,Kenya,spring
20.03728219,56.35606753,6.727303282,109.024141,rainy,maize,Sudan,winter
25.95263264,61.89082199,6.325235159,99.57981207,rainy,maize,South Africa,spring
19.28889933,65.47050802,6.807487794,71.3195307,rainy,maize,Nigeria,winter
20.57981887,65.34583901,6.671085817,78.34604471,rainy,maize,Nigeria,rainy
24.71417533,56.73426469,6.648725327,88.45361858,rainy,maize,South Africa,summer
20.27317074,63.91281869,6.439071996,62.50351892,rainy,maize,Kenya,winter
18.41932981,64.23580251,6.474476516,76.41312437,rainy,maize,Nigeria,spring
23.39128187,61.74427165,5.871647806,107.3198135,rainy,maize,Nigeria,summer
19.84939404,61.24500053,5.730617109,100.7689246,rainy,maize,Nigeria,summer
21.869274,61.91044947,5.850439831,107.2681929,rainy,maize,Nigeria,summer
22.8056033,56.50768935,5.791649933,101.5952794,rainy,maize,South Africa,winter
19.0781471,69.02298571,6.740000688,80.72515943,rainy,maize,South Africa,winter
22.02720976,65.35549924,6.272417541,83.73280082,rainy,maize,Nigeria,winter
23.80546189,59.24537979,5.715208817,89.9622014,rainy,maize,Nigeria,spring
18.52510753,69.0276233,5.773454729,88.10234397,rainy,maize,Sudan,spring
23.50297882,61.32026065,5.584171461,64.77791424,rainy,maize,Nigeria,winter
26.54986394,72.89187265,5.787268394,73.33636055,rainy,maize,Nigeria,rainy
19.29563411,69.63481219,5.77597783,83.21030571,rainy,maize,South Africa,rainy
20.68899915,59.4375337,6.864793607,103.651438,rainy,maize,Nigeria,spring
19.32666088,68.034493,6.192360003,84.22969177,rainy,maize,Kenya,spring
24.60532218,73.58868502,6.636803223,96.59195302,rainy,maize,South Africa,winter
22.27373646,59.52193158,5.826426917,67.96704792,rainy,maize,Nigeria,winter
25.70196694,61.33450447,6.960358276,83.20711308,rainy,maize,Nigeria,rainy
19.20129357,68.30578978,6.11275104,87.85092352,rainy,maize,South Africa,winter
21.70181447,60.47470519,6.708446922,95.71388473,rainy,maize,South Africa,summer
20.51716779,59.21235483,5.561510732,67.61013737,rainy,maize,Nigeria,winter
23.30355338,73.62548442,5.873242491,97.59081274,rainy,maize,South Africa,summer
24.2547451,55.64709899,6.995843776,64.23845455,rainy,maize,Nigeria,summer
24.86374934,65.7420046,5.714799723,75.82270467,rainy,maize,Nigeria,winter
22.6265115,65.77472881,6.78073637,88.17251033,rainy,maize,Kenya,rainy
18.04185513,60.61494304,5.513697923,104.2321615,rainy,maize,South Africa,spring
23.26237612,72.33125523,5.798423908,67.10225139,rainy,maize,Nigeria,winter
22.88330922,71.59722446,6.352471866,67.72777298,rainy,maize,Kenya,spring
25.97482359,69.36385721,6.822586546,103.2234212,rainy,maize,South Africa,spring
26.14384005,66.20569924,6.655426355,107.2361366,rainy,maize,Nigeria,rainy
18.66116213,61.55327249,6.121294041,75.03247667,rainy,maize,Kenya,summer
25.10787449,55.97732754,5.790770203,78.16077693,rainy,maize,Nigeria,winter
23.33844615,59.24580604,6.47444292,105.0083144,rainy,maize,Sudan,rainy
25.08239719,65.92195844,6.455116637,62.49190812,rainy,maize,South Africa,rainy
25.36768364,72.52054555,6.606984086,107.9124111,rainy,maize,South Africa,winter
25.34217103,63.31801994,6.330554389,74.52082026,rainy,maize,Nigeria,summer
25.00933355,67.816568,6.528631266,62.91359494,rainy,maize,Nigeria,spring
18.66746724,71.516474,5.721667141,69.93293255,rainy,maize,South Africa,summer
20.37999665,63.73849998,6.644205485,108.5054416,rainy,maize,South Africa,summer
18.09300227,72.61024172,6.376651091,78.96159541,rainy,maize,South Africa,rainy
26.16985907,71.96246617,6.247040422,79.84925393,rainy,maize,Nigeria,spring
18.65396672,61.37879671,6.656730008,93.62039175,rainy,maize,Nigeria,spring
26.07470121,59.37147589,6.2048017,85.75692395,rainy,maize,Kenya,rainy
18.92851916,72.80086137,6.158860284,82.34162918,rainy,maize,South Africa,summer
23.30546753,63.24648023,6.385684214,108.7603001,rainy,maize,Kenya,summer
18.74826712,62.49878458,6.417820493,70.23401597,rainy,maize,Nigeria,spring
19.74213321,59.66263104,6.381201909,65.50861389,rainy,maize,South Africa,spring
25.73044432,70.74739256,6.877869005,98.73771338,rainy,maize,Nigeria,summer
17.02498456,16.98861173,7.485996067,88.55123143,winter,chickpea,Nigeria,winter
19.02061277,17.13159126,6.920251378,79.92698081,winter,chickpea,Nigeria,rainy
17.88776475,15.40589717,5.996932037,68.54932919,winter,chickpea,South Africa,rainy
18.86805647,15.65809214,6.391173589,88.51048983,winter,chickpea,Kenya,rainy
18.36952567,19.56381041,7.152811172,79.26357665,winter,chickpea,Nigeria,summer
20.45078582,15.40312102,5.988992796,92.68373702,winter,chickpea,Sudan,spring
20.6543203,16.60820843,6.231049028,74.6631118,winter,chickpea,Nigeria,summer
17.3348681,18.74926979,7.550808267,82.61734721,winter,chickpea,Nigeria,rainy
18.17912258,18.90426935,7.010570541,81.84997529,winter,chickpea,Nigeria,spring
18.01272266,18.30968112,8.753795334,81.98568791,winter,chickpea,Sudan,rainy
20.99373558,19.33470387,8.718192847,93.55280105,winter,chickpea,Nigeria,winter
19.46233971,15.22538951,7.976607593,74.58565097,winter,chickpea,Kenya,summer
19.81344531,14.69765308,6.515499549,78.96514709,winter,chickpea,Nigeria,winter
18.97424756,19.5161216,8.490127142,80.7108745,winter,chickpea,Nigeria,winter
18.19737048,14.71070537,6.576415562,70.18185181,winter,chickpea,Nigeria,summer
18.72963144,19.18197264,6.481783043,71.58010169,winter,chickpea,Nigeria,spring
20.99502153,19.8601304,7.966605025,73.50734019,winter,chickpea,Nigeria,winter
20.28155898,16.39535215,8.140825437,82.52339655,winter,chickpea,Kenya,summer
17.48042641,15.7559405,7.228963452,66.96980581,winter,chickpea,Nigeria,rainy
20.88818675,14.32313811,6.492546046,90.46228334,winter,chickpea,Sudan,summer
17.08498521,16.14565756,7.528599957,71.31007253,winter,chickpea,Nigeria,summer
20.09340593,15.11279612,7.701446446,85.74904898,winter,chickpea,South Africa,winter
17.57212145,14.99927489,8.519975748,89.31050665,winter,chickpea,South Africa,winter
19.12065218,18.43475844,6.620900869,85.52950164,winter,chickpea,Nigeria,spring
18.57665902,19.22008229,8.104396058,72.94940441,winter,chickpea,Nigeria,winter
17.16606398,14.42457525,6.204090835,72.32667516,winter,chickpea,Kenya,winter
18.2872007,16.67921616,6.051091339,74.87445574,winter,chickpea,Nigeria,summer
19.03025305,18.66725565,7.690962338,94.70992037,winter,chickpea,South Africa,winter
17.1418614,17.0662427,7.829211144,83.74606679,winter,chickpea,South Africa,rainy
17.47809436,17.93253975,6.761599706,78.92060234,winter,chickpea,Nigeria,winter
20.56601874,14.25803981,6.654425315,83.75937135,winter,chickpea,Nigeria,rainy
17.22385224,15.82069268,6.129533877,76.57580954,winter,chickpea,Nigeria,rainy
19.69141713,19.44225438,8.829273328,91.76071648,winter,chickpea,South Africa,rainy
17.84851658,19.09172907,8.621662982,76.32470713,winter,chickpea,Nigeria,spring
18.8202251,16.1074793,8.204862075,89.73119396,winter,chickpea,South Africa,rainy
17.47500984,16.54314829,6.18042747,93.35034262,winter,chickpea,South Africa,rainy
18.72649425,17.58406365,7.978996755,81.20176515,winter,chickpea,Nigeria,spring
18.65580107,16.17772668,7.863113671,81.70769297,winter,chickpea,Nigeria,spring
18.2356751,19.68538502,6.967843048,83.74879344,winter,chickpea,South Africa,spring
18.81198127,15.21618225,6.206582193,77.5429424,winter,chickpea,South Africa,winter
18.65054116,17.80852431,8.868741443,77.92798682,winter,chickpea,Kenya,winter
20.36720401,16.89574311,8.766128654,82.2545577,winter,chickpea,Nigeria,winter
18.38120357,16.63805158,8.736337905,70.52056697,winter,chickpea,Nigeria,summer
17.17012591,17.30457712,8.081095263,72.78624223,winter,chickpea,Nigeria,spring
19.37101121,15.77458129,6.138243973,85.24819851,winter,chickpea,South Africa,winter
17.92845928,14.27327988,7.496645259,85.37378769,winter,chickpea,Nigeria,winter
19.45339934,18.23490739,8.380185271,75.6317566,winter,chickpea,Nigeria,winter
19.12829388,14.92241479,6.289614016,89.61857826,winter,chickpea,South Africa,winter
19.1034283,17.26184541,6.586777189,75.49101167,winter,chickpea,South Africa,spring
17.48504075,16.96070581,6.89655198,86.05078037,winter,chickpea,Nigeria,spring
19.40751744,18.98030507,7.806747656,80.25064637,winter,chickpea,Nigeria,summer
20.18649426,19.63719995,7.150681303,78.26039559,winter,chickpea,South Africa,winter
17.30287885,15.15405941,6.64919573,75.57790384,winter,chickpea,South Africa,winter
17.50361137,15.48083156,7.778591618,72.9446671,winter,chickpea,Kenya,spring
18.17234999,14.70085967,6.358740355,90.7760707,winter,chickpea,Nigeria,rainy
17.57445618,16.71826572,8.255450758,77.81891424,winter,chickpea,South Africa,summer
20.93175255,18.91295403,6.456148474,78.06910795,winter,chickpea,Nigeria,spring
19.71098332,17.63879418,6.613072145,85.57925437,winter,chickpea,Nigeria,summer
19.07937684,17.86754927,8.165359297,69.40619137,winter,chickpea,Nigeria,rainy
18.54988627,16.02542689,7.64867466,76.32565249,winter,chickpea,Kenya,rainy
18.19903647,17.41333199,6.545888558,80.6405403,winter,chickpea,South Africa,winter
18.88852533,14.99451145,7.104224797,80.1113384,winter,chickpea,South Africa,summer
18.49311205,14.72115044,7.358099622,91.94595352,winter,chickpea,Nigeria,winter
19.48974337,17.17260319,6.4740245,87.51312796,winter,chickpea,Kenya,summer
17.25769499,18.74943955,7.840339389,94.00287214,winter,chickpea,South Africa,winter
19.62416326,18.71483156,7.064790365,88.4585692,winter,chickpea,Nigeria,spring
20.67526473,19.85388984,7.599033472,84.78344008,winter,chickpea,Nigeria,spring
20.02381489,16.63294455,6.715587232,68.97806542,winter,chickpea,Nigeria,summer
20.1187446,14.44228303,6.81712422,88.68168643,winter,chickpea,South Africa,spring
20.65691793,15.84572566,7.985417393,65.23811143,winter,chickpea,Nigeria,winter
19.2582557,14.2804191,7.545258424,65.78042032,winter,chickpea,Nigeria,rainy
17.927806,15.85622899,7.728998197,74.63872762,winter,chickpea,South Africa,rainy
19.16288268,15.83500655,7.354973451,82.69766829,winter,chickpea,Nigeria,winter
20.26942271,19.96978871,7.313122235,69.64449182,winter,chickpea,Nigeria,spring
17.09104223,18.25142068,7.785039076,87.27444866,winter,chickpea,Nigeria,winter
17.06579293,17.54024066,6.307004923,70.87150577,winter,chickpea,Nigeria,rainy
20.62767492,14.44008871,6.403982316,92.06630306,winter,chickpea,South Africa,spring
20.8248451,17.85057083,7.599279991,79.20509212,winter,chickpea,Kenya,spring
19.46210401,18.72831993,7.217018459,68.81405149,winter,chickpea,Nigeria,summer
17.18248372,16.42891834,7.561108006,72.85017344,winter,chickpea,South Africa,rainy
17.48911699,16.39055394,7.489545074,79.45758333,winter,chickpea,South Africa,winter
17.48395377,14.76014523,6.609696734,65.11365631,winter,chickpea,Kenya,winter
19.48316794,17.44534641,7.476800943,80.4986291,winter,chickpea,Kenya,summer
19.71359733,18.09665739,7.325451279,73.64476535,winter,chickpea,Nigeria,winter
19.48649305,16.06240074,6.489389282,81.5284269,winter,chickpea,Nigeria,winter
19.95264829,14.82633099,7.786366322,88.6810311,winter,chickpea,Kenya,spring
19.41789736,16.80472243,6.408437886,68.4951189,winter,chickpea,Nigeria,summer
19.45591848,18.02235902,8.423873703,78.44910564,winter,chickpea,Nigeria,winter
20.19137759,16.41998269,8.719960893,77.33795356,winter,chickpea,Sudan,summer
18.8392908,14.74071856,7.811997977,94.78189594,winter,chickpea,South Africa,summer
20.71219282,19.83643308,6.317153205,94.03659867,winter,chickpea,Nigeria,winter
18.99424448,15.9362937,7.114405288,78.69707199,winter,chickpea,Nigeria,winter
19.96837462,15.57324389,8.135900726,69.15759062,winter,chickpea,South Africa,spring
17.81564548,17.60756635,7.714153038,90.82097601,winter,chickpea,Nigeria,spring
20.71424384,15.27824066,7.103798069,76.77888672,winter,chickpea,Nigeria,summer
17.34150229,18.75626255,8.861479668,67.9545435,winter,chickpea,Kenya,spring
17.43732714,14.33847406,7.861128148,73.0926704,winter,chickpea,Nigeria,spring
18.89780215,19.76182946,7.4526709,69.09512477,winter,chickpea,Nigeria,winter
18.59190771,14.77959596,7.168096055,89.60982451,winter,chickpea,Sudan,spring
18.31561493,15.36143547,7.26311855,81.78710463,winter,chickpea,Nigeria,summer
17.13692774,20.59541693,5.68597166,128.256862,spring,kidneybeans,Nigeria,winter
19.63474332,18.90705639,5.759237003,106.3598183,spring,kidneybeans,Sudan,summer
22.91350245,21.33953114,5.873171894,109.225556,spring,kidneybeans,South Africa,spring
16.43340342,24.24045875,5.926676985,140.3717815,spring,kidneybeans,South Africa,winter
22.13974653,23.02251117,5.95561668,76.64128258,spring,kidneybeans,Nigeria,summer
17.84806561,18.77621951,5.949949081,143.0984171,spring,kidneybeans,South Africa,summer
19.88394011,20.31564139,5.789214289,60.91974792,spring,kidneybeans,Nigeria,winter
19.32509638,23.3334788,5.581021521,104.7783947,spring,kidneybeans,Nigeria,rainy
18.4167001,23.42829938,5.689858133,132.9801054,spring,kidneybeans,South Africa,summer
21.81167649,23.20591245,5.794158504,130.0608093,spring,kidneybeans,Nigeria,rainy
19.72702528,18.28173015,5.748190463,143.7630894,spring,kidneybeans,Nigeria,spring
17.15432954,19.87070659,5.566522896,87.99669731,spring,kidneybeans,Nigeria,rainy
19.62207826,18.67170854,5.809419584,144.1567454,spring,kidneybeans,Kenya,rainy
21.63149148,21.17919701,5.887263027,134.3649948,spring,kidneybeans,Nigeria,winter
16.06522754,18.72479695,5.99812453,88.06638775,spring,kidneybeans,Kenya,summer
20.61162204,24.36314135,5.792744849,69.63833855,spring,kidneybeans,Kenya,spring
21.42451099,20.39659714,5.912289889,116.5206923,spring,kidneybeans,South Africa,rainy
19.07096165,21.21092266,5.788386951,86.21917578,spring,kidneybeans,South Africa,spring
21.18853178,19.63438599,5.728233081,137.1948633,spring,kidneybeans,Nigeria,spring
23.0429097,22.42610972,5.833940084,108.3684316,spring,kidneybeans,Nigeria,winter
20.65375833,23.10538637,5.967533236,67.71768947,spring,kidneybeans,South Africa,summer
18.09551014,18.29318436,5.625096446,144.7902323,spring,kidneybeans,South Africa,spring
18.23775702,21.07643273,5.515615023,69.44951585,spring,kidneybeans,Kenya,rainy
17.48189735,18.8251973,5.954665349,121.9401369,spring,kidneybeans,Nigeria,winter
19.9191786,21.47324158,5.74644777,82.68554379,spring,kidneybeans,Sudan,rainy
20.27514686,23.2353604,5.877347515,139.7521543,spring,kidneybeans,South Africa,spring
15.77370214,19.2303162,5.979973965,108.3441414,spring,kidneybeans,Nigeria,summer
16.71170642,19.17651433,5.635993966,96.77285817,spring,kidneybeans,South Africa,spring
17.66148158,18.15302753,5.635231778,100.6711761,spring,kidneybeans,Nigeria,rainy
18.50692825,23.61670065,5.679224346,87.0513289,spring,kidneybeans,Nigeria,summer
24.51324787,20.81527638,5.670062975,64.19497947,spring,kidneybeans,Kenya,spring
18.87614998,24.54038287,5.724242065,105.4120514,spring,kidneybeans,Nigeria,winter
21.59343016,20.31871249,5.811314232,61.13872036,spring,kidneybeans,Nigeria,winter
20.12373284,24.45202552,5.783425416,106.158201,spring,kidneybeans,Nigeria,summer
15.43546065,18.37477907,5.607808432,139.0302034,spring,kidneybeans,Nigeria,summer
22.64236876,21.59396123,5.946999529,122.3886015,spring,kidneybeans,Nigeria,spring
21.98560799,24.87304788,5.852046999,129.5650601,spring,kidneybeans,South Africa,winter
20.53052663,18.09224048,5.824090984,120.4509288,spring,kidneybeans,Nigeria,summer
15.78601387,21.14544088,5.502999119,95.17028129,spring,kidneybeans,South Africa,rainy
19.6365349,19.68751084,5.821649914,96.65888933,spring,kidneybeans,Nigeria,spring
20.57341244,19.7520218,5.711439256,87.87869161,spring,kidneybeans,South Africa,rainy
20.16080524,24.84207559,5.514927264,138.2362122,spring,kidneybeans,Nigeria,winter
21.53989176,24.25386207,5.99616119,120.6913038,spring,kidneybeans,Nigeria,rainy
15.53834801,23.75560241,5.695422863,107.3850593,spring,kidneybeans,Kenya,winter
19.91853092,20.70099804,5.833010958,108.6434544,spring,kidneybeans,Nigeria,rainy
